es,en,scores,qualify
"Cuando hay voluntad todo se puede, los DDHH han hecho que los delicuentes se aprovechen de eso, pero la JUSTICIA no VE que esos delincuentes han dejado VÍCTIMAS y han violado los DDHH, así que siendo razonable para ellos no debería existir los DDHH, darle DURO a todos ellos","When there is a will, everything is possible, Human Rights have made criminals take advantage of that, but JUSTICE DOES NOT SEE that these criminals have left VICTIMS and have violated Human Rights, so being reasonable for them, Human Rights should not exist, hit it HARD to all of them",-0.9109,negative
"Mientras , aquí los catalogan como héroes , les pagan y los sacan por que a las muy p-U- tªs les da cosita pasar navidad en la cárcel...","Meanwhile, here they classify them as heroes, they are paid and they are released because the very p-U-tªs don't care to spend Christmas in jail...",0.1048,positive
"Un Bukele para Colombia, por favor🙌","A Bukele for Colombia, please 🙌",0.3182,positive
"Aprende petro 🤦🏻‍♀️ , un presidente joven y lleno de espíritu de un buen gobernador, eso sí es un gestor de paz.","Learn Petro ♀️ 🤦🏻, a young president full of spirit of a good governor, that's a peace manager.",0.7964,positive
👏👏👏👏,👏👏👏👏,0.0,neutral
CON EL GOBIERNO PETRO EN COLOMBIA LA DELINCUENCIA ES EL REY,WITH THE PETRO GOVERNMENT IN COLOMBIA CRIME IS KING,-0.5423,negative
DEBERÍA CONSTRUIR ESCUELAS CON EDUCACIÓN DE CALIDAD Y DAR TRABAJO DIGNO BORRAR LA CULTURA DE VIOLENCIA PORQUE LA VIOLENCIA TRAE MÁS VIOLENCIA Y RESENTIMIENTO,IT SHOULD BUILD SCHOOLS WITH QUALITY EDUCATION AND PROVIDE DECENT WORK ERASE THE CULTURE OF VIOLENCE BECAUSE VIOLENCE BRINGS MORE VIOLENCE AND RESENTMENT,-0.9474,negative
😍😍😍,😍😍😍,0.0,neutral
EXCELENTE 👏,EXCELLENT 👏,0.5719,positive
Señor Bukele en mi país no son terroristas son gestores de paz 🕊 😂,Mr. Bukele in my country they are not terrorists they are peace managers 🕊 😂,0.7779,positive
40 mil gestores de paz serían acá en Colombia,40 thousand peace managers would be here in Colombia,0.5423,positive
Y si lo traemos a Colombia ❤️🙌,And if we bring it to Colombia ❤️🙌,0.0,neutral
Haber si PETRO logra ver esta publicación 😤,Let's see if PETRO manages to see this publication 😤,0.0,neutral
👏👏👏,👏👏👏,0.0,neutral
👏👏👏👏,👏👏👏👏,0.0,neutral
Ahi es donde deberian estar los petristes y sus gestorcitos de paz 🤡,That is where the petristes and their peace managers should be 🤡,0.5423,positive
Y acá los llaman gestores de paz...,And here they are called peace managers...,0.5423,positive
"Eso es inversión con gusto pago mis impuestos, en Colombia los quieren dejar salir !!! 😏🙄","That is an investment, I gladly pay my taxes, in Colombia they want to let them out! 😏🙄",0.3802,positive
👏👏👏👏,👏👏👏👏,0.0,neutral
En Colombia se necesita un nayib bukele .... Pero nos tocó el kakas 😂😂😂😂 jajajaja,In Colombia you need a nayib bukele.... But we got the kakas 😂😂😂😂 hahahaha,0.0,neutral
👏👏,👏👏,0.0,neutral
"A Petro le debería dar vergüenza, acá en vez de ponerlos tras las rejas les dan un sueldo. Mandatarios de 💩🐀","Petro should be ashamed, here instead of putting them behind bars they give them a salary. Leaders of 💩🐀",-0.4767,negative
Eso debe poner en Colombia,That should put in Colombia,0.0,neutral
👏👏👏👏 Excelente mas de estas !!,👏👏👏👏 Excellent more of these!!,0.6467,positive
Lo amo 👏👏👏 que sentirán los demás presidente al ver que el les da sopa y seco a todos.,I love him 👏👏👏 what will the other presidents feel when they see that he gives everyone soup and dry.,0.6369,positive
Y acá les van a dar 1 millón para q tengan con q seguir robando! Este país es de 🤡,And here they are going to give you 1 million so that they have to continue stealing! This country is from 🤡,-0.6114,negative
"Que belleza, aunque deberían tener una fosa comun","What a beauty, although they should have a common grave",0.296,positive
"@jaimepumarejoheins
@gustavopetrourrego cojan ejemplo eso es lo qie tienen que hacer aqui llave pero nada la plata coje para otro lado","@jaimepumarejoheins
@gustavopetrourrego take an example that's what you have to do here key but nothing the money takes the other way",0.0,neutral
Después de Petro esperemos a quien nos toca de presidente Dios no lo quiero ni imaginar.,"After Petro, let's wait for who we have as president. God I don't even want to imagine.",0.2211,positive
Aquí lo necesitamos urgente 👏👏👏👏,Here we need it urgently 👏👏👏👏,0.0,neutral
Necesitamos un Nayib en COLOMBIA y no al que sigue alcahuetiando la delincuencia,We need a Nayib in COLOMBIA and not the one who continues to pander to crime,-0.5423,negative
"Para que construir cárceles y gastar tanto dinero que puede irse para educación, mejor la pena de muerte y se limpia mas rápido","Why build prisons and spend so much money that can go to education, the death penalty is better and it is cleaned faster",-0.6124,negative
Quiero ver también las escuelas d El Salvador,I also want to see the schools of El Salvador,0.0772,positive
Acá los sacan de las cárceles con el perdón social y les dan trabajo cómo gestor social jajajajaja,Here they get them out of prison with social forgiveness and give them work as a social manager hahahahaha,-0.296,negative
"Y aquí en Colombia los dejan libres, ahora son Gestores de paz.","And here in Colombia they are released, now they are Peace Managers.",0.5423,positive
Esooooo asi es que es,That's how it is,0.0,neutral
Dios bendiga a este presidente que gran fortuna tienen en ese pais,God bless this president what a great fortune they have in that country,0.8402,positive
👏👏👏👏👏👏👏🙌,👏👏👏👏👏👏👏🙌,0.0,neutral
👏👏,👏👏,0.0,neutral
El presidente que necesita Colombia,The president that Colombia needs,0.0,neutral
Eseeeee es un PRESIDENTEEEEEEEEE,Eeeeeee is a PRESIDENT EEEEEEEE,0.0,neutral
Que belleza y acá son unos ídolos que aspiran ser gestores de paz!! 🤡🤡,What a beauty and here are some idols who aspire to be peace managers!! 🤡🤡,0.8353,positive
Alguien que de verdad tiene pantalones! Ejemplo de la región,Someone who actually has pants! Example of the region,0.0,neutral
@gustavopetrourrego,@gustavopetrourrego,0.0,neutral
@szimmerman82 eso es poco para los beneficios que reciben quien sabe que más nos ocultan.,@szimmerman82 that is not enough for the benefits they receive who knows what else they hide from us.,0.2263,positive
@alejandro_castaneda_rivera_ jajjaa por lo menos es una inversión acá en colombia venden casi todas las reservas de oro y dicen que es mejor no invertir en bitcoin jajajja,@alejandro_castaneda_rivera_ hahaha at least it's an investment here in Colombia they sell almost all the gold reserves and they say it's better not to invest in bitcoin hahaha,0.8779,positive
"Ese es el presidente que necesita Colombia, será posible elegirlo 😍","That is the president that Colombia needs, it will be possible to elect him 😍",0.0,neutral
@zaratearte su argumento es criticar la gestoria de paz que viene implementandose desde años atrás ? O sea en los años anteriores no le incomodaba y ahora si? Que coherente ud,"@zaratearte, your argument is to criticize the peace agency that has been implemented for years? In other words, in previous years it didn't bother you, and now it does? how coherent you are",0.2013,positive
"@trululu.22 tu los conoces o que , tienes familia ahí payaso 🤡, de donde sacas esa información, usas un perfil falso para escribir con el culo 😂😂","@trululu.22 do you know them or what, you have family there clown 🤡, where do you get that information from, you use a fake profile to write with your ass 😂😂",-0.765,negative
👏👏👏👏,👏👏👏👏,0.0,neutral
@gustavopetrourrego Nunca vas a superar a @nayibbukele es el mejor aprende de el!!!,@gustavopetrourrego You will never get over @nayibbukele he is the best learn from him!!!,0.7249,positive
Wowww como en vis a vis👏👏👏,Wowww as in vis a vis 👏👏👏,0.0,neutral
COLOMBIA APRENDE!,COLOMBIA LEARNS!,0.0,neutral
👏👏👏👏,👏👏👏👏,0.0,neutral
👏👏👏,👏👏👏,0.0,neutral
@quedsparche te peinaron sabroso 😂,@quedsparche they combed your hair tasty 😂,0.0,neutral
👏,👏,0.0,neutral
@guscuello lo mismo decían en Miami y ahora muchos. Empresarios de esa ciudad están tratando de compensar las pérdidas por apostar todo al bitcoin,@guscuello said the same thing in Miami and now many. Entrepreneurs from that city are trying to compensate for the losses from betting everything on bitcoin,-0.4019,negative
Y en colombia estamos defecados con el presidente que quiere dejar de llamar crímenes para q así se disminuya el crimen y también dando beneficios a los presos y dándoles subsidios,And in Colombia we are defecated with the president who wants to stop calling crimes so that crime can be reduced and also giving benefits to prisoners and giving them subsidies,-0.4364,negative
"@neuro_andrew gestores de paz, vaya y se informa amigo.","@neuro_andrew peace managers, go and get informed friend.",0.7717,positive
😂😂😂😂,😂😂😂😂,0.0,neutral
Este man la tiene clara 💪🏼,This man has it clear 💪🏼,0.3818,positive
Lo que deberías hacer en colombia @gustavopetrourrego 👌👌👌👌👌👌,What you should do in Colombia @gustavopetrourrego 👌👌👌👌👌👌,0.0,neutral
Aquí deben hacer 3 de esas pa tanto b@ndido q hay 🥴,Here they must make 3 of those for so much b@ndido that there is 🥴,0.0,neutral
"Petro, aprendan de este presidente y debería ser el presidente de toda América Latina","Petro, learn from this president and he should be the president of all of Latin America",0.0,neutral
"@quedsparche su único ""argumento"" es hablar de gente que no está gobernado 🤦‍♂️","@quedsparche his only ""argument"" is to talk about people who are not governed 🤦‍♂️",0.0,neutral
@gustavopetrourrego aprenda papá,@gustavopetrourrego learn dad,0.0,neutral
👏Bukele👏👏 ojalá aquí tomarán ese ejemplo 😒😐🙄,👏Bukele👏👏 hopefully they will take that example here 😒😐🙄,0.4019,positive
Que envidia,how envious,-0.2732,negative
Acá les van a pagar 1 millón a 100 mil....allá les van a pagar es pero con cárcel.....me voy para el Salvador jajajajajajaja,Here they are going to pay 1 million to 100 thousand....there they are going to pay them but with jail.....I'm going to El Salvador hahahahahahaha,-0.1027,negative
Q belleza,what a beauty,0.5859,positive
Que hagan 20 de esas acá por favor,Make 20 of those here please,0.3182,positive
"@quedsparche jaja porque usted no ha argumentado nada, páseme la fuente que demuestra que Uribe y Duque dejaba libres a los guerriller0s del ELN... Espero...","@quedsparche haha ​​because you haven't argued anything, give me the source that shows that Uribe and Duque released the ELN guerrillas... I hope...",0.6261,positive
@quedsparche gestores o negociadores? Creo que son cosas diferentes además a esos no les pagaron ni pagaron nada y durante ese mandato de duque no hubo negociación mala informacion que si das,"@quedsparche managers or negotiators? I think they are different things, in addition, they were not paid or paid anything and during that duke mandate there was no negotiation, bad information that if you give",-0.6908,negative
👏👏,👏👏,0.0,neutral
Colombia debe copiar está política carcelaria.,Colombia must copy this prison policy.,-0.596,negative
"Deberian de hacer carceles en las tierras de latinfundistas y terratenientes Colombianos, y meter a toda la gente de Fedegan, AUC,los generales militares y narcopoliticos y sobre todo a Alvaro Uribe Vélez que hicieron de Colombia la TODA COMÚN más grande de latinoamerica, peor que Pinochet y Videla ! huevos !!","They should make jails in the lands of Colombian landowners and landowners, and put all the people of Fedegan, AUC, the military and narcopolitical generals and especially Alvaro Uribe Vélez who made Colombia the largest ALL COMMON in Latin America, worse than Pinochet and Videla! eggs !!",-0.6093,negative
En colombia necesitamos una el doble de grande para los gestores de paz!,In Colombia we need one twice as big for peace managers!,0.5848,positive
